Ｔ恤	/T shirt/
镊子	/tweezers/
镍	/nickel/
涅	/blacken/
您	/you/
您好	/how are you/shalom/
您们	/you/
柠	/lemon/
柠檬	/lemon/
柠檬水	/lemonade/
柠柠	/Ningning/
狞	/fierce-looking/
狞笑	/fleer/grin fiendishly/
凝	/congeal/
凝固	/solidify of liquid/concrete/concretion/curdle/
凝固点	/solidification point/
凝集	/agglutinate/agglutination/
凝集反应	/agglutinate reaction/
凝结	/coagulate/coagulation/clot/congeal/congealment/congelation/curdle/
凝结水	/coagulate water/
凝聚	/condense/agglomerate/agglomeration/coacervation/coherence/coherency/
凝聚剂	/coagulating agent/
凝聚力	/cohesive force/
凝聚力量	/condensation strength/
凝神	/with rapt attention/
凝视	/gaze/
凝望	/stare/
凝重	/dignified/imposing/
宁	/peaceful/rather/
宁波	/Ningbo/
宁德	/Ningde/
宁富	/Ningfu/
宁根	/Nyngan/
宁海	/Ninghai/
宁静	/tranquil/tranquility/
宁可	/would rather/
宁肯	/rather/
宁死不屈	/would rather die than surrender/
宁夏	/Ningxia/
宁夏回族自治区	/Ningxia Hui tribe autonomous region/
宁愿	/would rather/better/
拧	/pinch/wring/mistake/twist/stubborn/
拧紧	/screw tight/
泞	/muddy/
牛	/ox/cow/bull/
牛车	/ox cart/
牛车道	/ox-cart lane/
牛犊	/calf/
牛顿	/Newton/
牛粪	/cow dung/
牛鬼蛇神	/monsters and freaks/
牛角	/ox horn/
牛津	/Oxfordshire/
牛栏	/cattle pen/byre/
牛马	/critter/people treated like beasts of burden/
牛毛	/ox hair/
牛魔王	/cow fiendish/
牛奶	/milk/
牛年	/Year of the Ox/
牛牛	/Niuniu/
牛排	/steak/
牛棚	/cow stable/tie-up/cowshed/
牛皮	/cowhide/cow-skin/ox-hide/
牛皮菜	/specialty disk/
牛皮筏	/cow skin raft/
牛皮纸	/kraft paper/vellum paper/
牛肉	/beef/
牛肉汤	/beef soup/
牛乳	/milk/
牛舍	/cowshed/cow-house/
牛头犬	/bulldog/
牛饮	/gulp/
牛油	/butter/
牛仔	/cowboy/
牛仔裤	/jeans/
扭	/turn/twist/grab/wring/
扭结	/kink/twist together/tangle/
扭矩	/torque/
扭亏增盈	/makes up deficits and increase surpluses/
扭力	/twisting force/
扭曲	/distortion/twisted/contorted/contortion/tortuosity/
扭伤	/sprain/
扭秧歌	/dance the yangko/
扭转	/reverse/turn around/
钮	/button/Niu/
钮带	/bond/ties/
纽	/turn/wrench/button/
纽埃岛	/Niue Island/
纽堡	/Newburgh/
纽波特	/Newport/
纽波特纽斯	/Newport News/
纽带	/ligament/
纽敦阿比	/Newtownabbey/
纽黑文	/New Haven/
纽华克	/Newark/
纽基	/Newquay/
纽卡斯尔	/New Castle/Newcastle/
纽扣	/button/
纽里	/Newry/
纽伦堡	/Nuremberg/
纽曼	/Newman/
纽纳基	/Nanyuki/
纽西兰	/New-Zealand/
纽约	/New York/
纽约大学	/New York University/
纽约时报	/New York Times/
纽约市立大学	/City University of New York/
纽约州立大学	/New York State University/
纽泽西	/New Jersey/
脓	/pus/
脓病	/pus/
脓疮	/running sore/
浓	/concentrated/dense/
浓淡	/shading/strength/heaviness/
浓度	/density/concentration/chroma/consistence/consistency/
浓厚	/dense/thick/strong/profound/
浓烈	/strong/
浓绿	/thick green/
浓眉	/thick eyebrows/
浓密	/turbid/thick/
浓浓	/thick/
浓缩	/concentrate/concentration/
浓缩铀	/enriched uranium/
浓艳	/rich and gaudy/
浓郁	/rich/strong/
浓重	/strong/dense/thick/
农	/agriculture/thickly clustered/
农产	/agricultural goods/farm produce/
农产品	/agricultural product/
农场	/farm/
农村	/rural area/village/
农村公社	/rural commune/
农村经济	/rural economy/
农村人民公社	/rural people's commune/
农夫	/peasant/farmer/
农副产品	/agricultural and subsidiary products/
农妇	/peasant woman/
农户	/peasant household/
农会	/peasant association/
农活	/farm work/
农机	/farm machinery/
农家	/peasant family/
农家肥料	/farm manure/
农家品种	/peasant family variety/
农家庭院	/farmyard/
农具	/farm tool/
农科	/agriculture branch/
农历	/the traditional Chinese calendar/the lunar calendar/
农林	/farming and forestry/
农林牧副渔	/farming, forestry, animal husbandry, side-line production and fishery/
农林牧副渔业	/farming, forestry, animal husbandry, side-line production and fishery/
农林业	/agriculture and forestry/
农忙	/busy farming season/
农贸市场	/farm fair/
农民	/peasant/
农民革命	/peasant revolution/
农民工	/peasant laborer/
农民阶级	/peasant class/
农民起义	/peasant revolts/
农民协会	/peasant association/
农民战争	/peasant war/
农奴	/serf/
农奴制	/serfdom/
农奴制度	/serfdom/serf system/
农奴主	/serf master/
农渠	/field ditch/
农人	/farmer/
农舍	/farmhouse/
农时	/farm season/
农事	/farming/
农田	/farmland/cultivated land/
农田基本建设	/capital construction on farmland/
农田水利	/irrigation and water conservation/
农田小气候	/field microclimate/
农闲	/slack farming season/
农畜	/livestock/
农畜产品	/livestock product/
农学	/agronomy/
农学院	/agriculture school/
农谚	/farmer's proverb/
农药	/agricultural chemical/
农业	/agriculture/farming/
农业部	/ministry of agriculture/
农业大学	/agricultural college/
农业贷款	/agriculture loan/
农业工人	/farm worker/agricultural worker/
农业国	/agricultural country/
农业机器	/agricultural machinery/
农业机械	/farm machinery/
农业机械化	/mechanization of agriculture/
农业集体化	/collectivization of agriculture/
农业技术	/agricultural technology/
农业社	/agricultural producers' cooperative/
农业社会	/agriculture society/
农业生产合作社	/agricultural producers' cooperative/
农业税	/agricultural tax/
农业学大寨	/in agriculture, all learn from Dazai/
农业中学	/agricultural middle school/
农业资本家	/agricultural capitalist/
农业总产值	/total agricultural output value/
农艺	/agronomy/
农艺师	/agronomist/
农园	/plantation/
农庄	/farmstead/
农作物	/crops/farm crops/
弄	/lane/alley/do/to manage/handle/play with/fool with/mess with/fix/toy with/
弄错	/make a mistake/
弄短	/shorten/shortening/
弄坏	/ruin/put out of order/
弄开	/open/unclench/
弄弄	/make/do/
弄平	/flatten/
弄清	/clarify/ravel/
弄清楚	/make clear/
弄权	/abuse one's power/
弄碎	/crumble/
弄通	/get a good grasp of/
弄歪	/distort/
弄虚作假	/use deception/
弄脏	/defile/smear/
弄糟	/spoil/
弄直	/straighten/
弄皱	/crumple/
奴	/slave/
奴才	/minion/flunkey/I/
奴隶	/slave/
奴隶劳动	/slave labor/
奴隶起义	/slave revolt/
奴隶社会	/slavery society/
奴隶制	/slavery/
奴隶制度	/slavery/
奴隶主	/slave-owner/
奴仆	/bond-slave/
奴役	/enslave/enslavement/enthrall/enthrallment/inthrall/inthrallment/thraldom/thralldom/
奴婢	/servants/
努	/exert/strive/
努尔哈赤	/Nurhachu/
努库阿洛化	/Nuku'alofa/
努力	/great effort/strive/try hard/
努美阿	/Noumea/
努瓦迪布	/Nouadhibou/
努瓦克肖特	/Nouakchott/
怒	/indignant/
怒潮	/raging tide of emotion/
怒斥	/angrily rebuke/indignantly denounce/
怒放	/in full bloom/
怒吼	/bellow/rave/snarl/
怒火	/fires of anger/
怒江	/Nujiang/
怒目	/angry glare/
怒气	/anger/rage/dander/
怒涛	/furious billows/
女	/female/woman/
女衬衫	/blouse/
女儿	/daughter/
女儿女婿	/daughter-in-law and son-in-law/
女方	/bride's side/
女房东	/landlady/
女服物员	/stewardess/
女服务员	/female attendant/waitress/
女高音	/soprano/
女工	/female worker/working woman/woman's work/
女管家	/housekeeper/
女孩	/girl/
女孩儿	/girl/
女孩子	/girl child/girl/
女画家	/female painter/
女皇	/empress/
女继承人	/inheritress/
女篮	/women basketball team/
女郎	/young lady/
女明星	/female star/
女朋友	/female friend/girlfriend/
女仆	/female servant/housemaid/maidservant/wench/
女人	/woman/
女人家	/woman/
女舍监	/matron/
女神	/goddess/nymph/
女声	/female voice/
女生	/female student/
女士	/lady/madam/
女同志	/woman comrade/
女王	/queen/
女性	/the female sex/femininity/woman/
女修道	/convent/
女婿	/son-in-law/
女学生	/schoolgirl/
女演员	/actress/
女英雄	/heroine/
女婴	/female infant/
女佣	/maid/female maid/
女用内衣	/chemise/
女真	/Nuzhen/
女贞	/glossy privet/
女主角	/leading actress/
女主人	/hostess/mistress/
女主人公	/heroine/
女装裁缝师	/dressmaker/
女子	/woman/female/
女子双打	/women's doubles/
女作家	/female writer/
暖	/warm/
暖和	/warm/nice and warm/
暖流	/warm current/
暖气	/heater/
暖气机	/radiator/heater/
暖融融	/warm/
暖色	/warm color/
暖洋洋	/warm/
暖种	/warm the seeds/
虐	/oppressive/tyrannical/
虐待	/mistreat/abuse/mistreatment/
疟	/malaria/
疟疾	/malaria/
挪	/shift/move/
挪动	/move/shift/
挪借	/borrow money for a short time/
挪威	/Norway/
挪窝儿	/move/
挪用	/embezzle/divert funds/
懦	/imbecile/timid/
懦夫	/coward/
懦弱	/weak/timid/cowardly/hen-hearted/
糯	/glutinous rice/
糯米	/glutinous rice/
糯米粉	/glutinous rice powder/
诺	/promise/yes/
诺贝尔	/Nobel/
诺贝尔和平奖	/Nobel peace prize/
诺贝尔奖	/Nobel prize/
诺德代希	/Norddeich/
诺德奈	/Norderney/
诺丁汉	/Nottinghamshire/
诺尔雪平	/Norrkoping/
诺福克	/Norfolk/
诺福克岛	/Norfolk Island/
诺福克群岛	/Norfolk/
诺加莱斯	/Nogales/
诺加利斯	/Nogales/
诺克斯维尔	/Knoxville/
诺里奇	/Norwich/
诺曼	/Norman/
诺曼底	/Normandy/
诺姆	/Nome/
诺森伯兰	/Northumberland/
诺斯贝	/North Bay/
诺斯布鲁克	/Northbrook/
诺斯曼	/Norseman/
诺思	/north/
诺坦普敦	/Northampton/
诺托登	/Notodden/
诺威奇	/Norwich/
诺沃克	/Norwalk/
诺伍德	/Norwood/
诺亚	/Noah/
诺言	/promise/
哦	/chant/oh is that so/
哦哟	/oh, my/
欧	/Europe/
欧布纳	/Aubebas/
欧登塞	/Odense/
欧共体	/European Economic Community/
欧化	/Europeanize/Westernize/
欧几里得	/Euclid/
欧克莱尔	/Eau Clare/
欧里西克	/Aurillac/
欧美	/Europe and America/
欧盟	/Europe pledge/
欧姆	/Ohm/ohm/
欧姆定律	/Ohm's law/
欧佩克	/OPEC/
欧塞奇比奇	/Osage Beach/
欧文	/Irving/Owen/Erwin/
欧文思伯勒	/Owensboro/
欧辛塞德	/Oceanside/
欧亚	/Europe and Asia/
欧亚大陆	/Eurasia/
欧阳	/Ouyang/
欧云	/Aioun El Atrouss/
欧洲	/Europe/Europen/
欧洲大陆	/Europe continent/
欧洲共同体	/European Community/
欧洲经济共同体	/Europe Economical Community/
欧洲联盟	/European Union/EU/
欧洲人	/European/
欧洲语言	/European languages/
鸥	/gull/
殴	/brawl/
殴打	/beat up/
藕	/root of lotus/
呕	/vomit/
呕吐	/vomit/disgorge/emesis/puke/upchuck/
呕心沥血	/work heart out/
偶	/accidental/image/pair/mate/
偶尔	/occasionally/
偶合	/coincidence/
偶或	/occasionally/
偶然	/incidentally/occasional/occasionally/
偶然性	/chance/occasionality/
偶数	/even number/
偶像	/idol/
沤	/bubble/froth/steep/
啪	/bang/
趴	/lie on one's stomach/
爬	/crawl/climb/
爬虫	/reptile/
爬虫动物	/reptile/
爬犁	/sledge/
爬山	/climb mountains/
爬升	/climb up/
爬下	/climb down/
爬行	/crawling/
爬行动物	/reptile/
帕	/handkerchief/
帕德博恩	/Paderborn/
帕迪尤卡	/Paducah/
帕尔	/Pall/Pahl/Paar/
帕尔马	/Palma De Mallorca/
帕尔迈拉	/Palmyra/
帕福斯	/Paphos/
帕果帕果	/Pago Pago/
帕克拉皮兹	/Park Rapids/
帕克斯	/Parkes/
帕拉博鲁瓦	/Phalaborwa/
帕拉古尔德	/Paragould/
帕拉马里博	/Paramaribo/
帕兰卡	/Palanka/
帕勒斯坦	/Palestine/
帕里斯	/Paris/
帕鲁	/Peru/
帕伦克	/Palenque/
帕洛阿尔托	/Palo Alto/
帕马	/Parma/
帕米尔高原	/the Pamirs/
帕姆代尔	/Palmdale/
帕皮提	/Papeete/
帕萨迪纳	/Pasadena/
帕森斯	/Parson/
帕斯卡古拉	/Pascagoula/
帕斯科	/Pasco/
帕斯托	/Pasto/
帕苏丰杜	/Passo Fundo/
帕索罗布尔斯	/Paso Robles/
帕特拉斯	/Patras/
帕西菲港	/Pacific Harbour/
怕	/afraid/fear/
怕人	/shy/frightening/frightful/horridness/
怕死	/fear the death/
怕羞	/coy/shy/bashful/
琶	/pa/
拍	/clap/pat/beat/hit/slap/take a picture/take/
拍案叫绝	/slap the table and shout with praise/wonderful/
拍板	/clappers/beat time with clappers.rap the gavel/have the final say/
拍打	/flap/
拍电报	/send a telegram/
拍号	/time signature/
拍击	/smack/beat/
拍卖	/auction/
拍片	/take pictures/take X-ray/
拍球	/bounce a ball/
拍摄	/shoot/shoot a picture/
拍摄制作	/photography manufacture/
拍手	/clap/
拍手称快	/clap hands and cheer/
拍照	/take a picture/
拍子	/racket/beat/
排	/platoon/line up/row/
排版	/set type/compose/typesetting/composition/
排场	/ostentation/
排长	/platoon leader/
排斥	/reject/exclude/eliminate/remove/
排出	/discharge/
排除	/exclude/rule out/
排除万难	/overcome all difficulties/
排队	/line up/
排放	/discharge/exhaust/
排骨	/spareribs/
排灌	/Irrigation and drainage/
排挤	/push aside/
排架	/rack/
排解	/untangle/mediate disputes/dispel boredom/
排涝	/drain waterlogged land/
排练	/rehearsal/
排列	/array/
排卵	/oviposit/ovulate/ovulation/
排名	/place/
排尿	/urinate/urination/micturate/micturition/
排气	/exhaust fumes/venting/
排球	/volleyball/
排球场	/volleyball court/
排球队	/volleyball team/
排球赛	/volleyball match/
排山倒海	/earth-shaking/of spectacular significance/
排水	/drain/
排水泵	/drainage pump/
排水沟	/gutter/
排水管	/drainpipe/weep pipe/
排水量	/displacement/
排水渠	/drainage/
排水系统	/drainage system/
排头	/procession/file leader/
排外	/xenophobic/anti-foreigner/
排戏	/rehearse a play/
排泄	/drain/drainage/excrete/excretion/voidance/
排泄物	/dejecta/excrement/excreta/excretion/ordure/
排行	/seniority/ranking/
排序	/sorting/sorting order/ordering/sequencing/
排演	/rehearsal/
排印	/typesetting and printing/
排字	/compose/setting/typesetting/
牌	/cards/game pieces/signboard/plate/tablet/
牌坊	/memorial arch/
牌号	/trademark/
牌价	/list price/
牌楼	/decorated archway/
牌位	/memorial tablet/
牌照	/license plate/
牌子	/sign/trademark/
牌匾	/board/
徘	/irresolute/
徘徊	/hover/linger/roam/wander/
湃	/sound of waves/
派	/clique/school/group/faction/dispatch/
派别	/denomination/
派出	/send/dispatch/
派出所	/local police station/
派恩布拉夫	/Pine Bluff/
派恩岛	/Pine Cay/
派给工作	/task/
派遣	/dispatch/send/
派任	/set apart/
派生	/derive/derivative/derivation/
派头	/manner/
派系	/sect/
派性	/factionalism/
攀	/climb up/pull/
攀登	/climb/climbing/scale/escalade/
攀升	/rising/
攀谈	/chitchat/
攀援	/climb/
攀缘	/climb/climb the social ladder through pull/climber/
潘	/Pan/
潘圭奇	/Panguitch/
潘帕	/Pampa/
潘普洛纳	/Pamplona/
盘	/big/wooden tray/dish/plate/build/check/examine/transfer/coil/
盘剥	/exploit/
盘查	/questioning/
盘点	/check/make an inventory of/
盘儿	/plate/
盘根错节	/twisted roots and gnarled branches--complicated and difficult to deal with/deep-rooted/
盘踞	/occupy/
盘绕	/wind round/coil around/circumvolution/entwine/
盘山	/winding around a mountain/
盘山路	/plate mountain road/
盘算	/calculate/
盘问	/interrogate/cross-question/
盘旋	/circle around/convolute/convolution/convolve/linger/
盘子	/tray/
磐	/firm/stable/rock/
磐石	/rock/
盼	/hope for/long for/expect/
盼虹	/Panhong/
盼望	/hope for/look forward to/
畔	/bank/field-path/
判	/judge/sentence/discriminate/discern/
判案	/decide a case/
判别	/distinction/
判别式	/discriminant/
判处	/sentence/condemn/
判处死刑	/sentence to death/
判定	/judge/decide/judgment/determination/
判断	/decide/determine/
判官	/judge/
判决	/judgment/judge/
判决书	/decree/
判例	/legal precedent/
判明	/distinguish/ascertain/
判刑	/sentence/
判罪	/conviction/
叛	/betray/rebel/revolt/
叛变	/renegade/traitor/betray one's country/
叛变的省份	/renegade province/
叛党	/betray the party/
叛匪	/bandit rebel/
叛国	/betray one's country/
叛国罪	/the crime of treason/
叛教	/apostasy/
叛军	/rebel army/
叛乱	/armed rebellion/
叛乱罪	/the crime of armed rebellion/
叛卖	/betray/
叛逆	/rebel/revolt/
叛逆者	/traitor/
叛徒	/traitor/turncoat/
乓	/bang (onomatopoeia)/
庞	/huge/enormous/tremendous/Pang/
庞大	/huge/enormous/tremendous/
庞然大物	/huge monster/
庞杂	/disorderly/mixed/uneven/
旁	/beside/one side/other/side/self/irresolute/
旁白	/aside/
旁边	/lateral/side/
旁观	/spectator/non-participant/
旁路	/bypass/
旁人	/other people/
旁听	/audit/be a visitor/
旁听席	/visitors' gallery/public gallery/
旁通	/bypass/
旁心	/unfaithful/
旁证	/circumstantial evidence/collateral evidence/
耪	/weed/
胖	/fat/plump/
胖子	/fat person/fatty/
抛	/throw/toss/fling/cast/abandon/
抛光	/polish/polishing/
抛光机	/polishing machine/
抛锚	/drop anchor/anchored/break down/
抛弃	/discard/dump/
抛售	/undersell/
抛物线	/parabola/
抛掷	/throw/toss/
咆	/roar/
咆哮	/growl/roar/
刨	/level/make smooth/eliminate/dig/question/plane/
刨冰	/water-ice/
刨程	/planing length/
刨齿	/gear-shaping/
刨床	/planer/planing machine/
刨刀	/planing tool/
刨工	/planing/planing machine operator/planer/
刨花	/wood shavings/
刨花板	/shaving board/
刨子	/plane/
炮	/cannon/gun/firecracker/
炮兵	/artillerist/artilleryman/artillerymen/
炮兵部队	/artillery army/
炮兵团	/artillery army corps/
炮弹	/cannon-shot/cannonball/
炮轰	/artillery bang/
炮灰	/artillery ash/
炮火	/artillery fire/gunfire/
炮击	/bombard/bombardment/cannonade/gunnery/
炮舰	/artillery ship/
炮口	/gun muzzle/
炮声	/sound of artillery/
炮手	/gunner/
炮塔	/gun turret/turret/casemate/
炮台	/battery/
炮艇	/gunboat/
炮筒	/artillery tube/
炮筒子	/artillery pony roll/
炮位	/artillery position/
炮眼	/embrasure/
炮战	/artillery war/
炮制	/concoct/
袍	/gown/
袍子	/Chinese-style gown/
跑	/run/escape/
跑遍	/run everywhere/
跑表	/stopwatch/
跑步	/walk quickly/march/run/
跑步者	/runner/
跑车	/racing bike/
跑出	/run out of/
跑道	/athletic track/runaway/track/
跑电	/electrical leakage/
跑江湖	/make a living as a traveling performer, etc./
跑警报	/run for shelter/
跑开	/run away/
跑来跑去	/run around/
跑垒	/base-running/
跑龙套	/play a small role/
跑马	/horse race/
跑马场	/racecourse/
跑跑	/run/
跑上	/run/
跑堂儿的	/waiter/
跑腿	/run errand/
跑腿儿	/run errands/
跑鞋	/running shoes/
跑一跑	/run/
泡	/puffed/swollen/steep/soak/
泡菜	/pickled vegetables/pickles/sauerkraut/
泡茶	/make tea/
泡沫	/foam/
泡沫塑料	/foam plastics/
泡汤	/come to nothing/soak in water/
泡桐	/paulownia/paulownia fortunei/
泡制	/pickled/
呸	/spit/
胚	/fetus/
胚层	/germinal layer/
胚根	/radicle/
胚乳	/endosperm/
胚胎	/embryo/embryonic/
胚芽	/plumule/beginnings of/
胚轴	/hypocotyl/plumule axis/
胚珠	/ovule/
培	/cultivate/earth up/
培根	/Bacon/
培洛	/Peiluo/
培土	/earth up/
培修	/repair earthworks/
培训	/cultivate/train/
培养	/train/culture/bring up/groom/
培养基	/culture medium/
培养基地	/training base/
培养目标	/training goal/
培育	/train/breed/
培植	/cultivate/train/
裴	/Pei/
赔	/lose in trade/pay damage/
赔偿	/compensate/
赔偿金	/compensation/
赔偿损失	/compensate for a loss/
赔款	/pay compensation/pay war reparations/compensate/compensation/war reparations/
赔礼	/apologize/
赔钱	/lose money in business/
陪	/accompany/keep somebody company/
陪伴	/accompany/
陪衬	/serve as a contrast/foil/set off/
陪考	/accompany somebody to take an exam/
陪审	/serve on a jury/act as an assessor/
陪审团	/jury/
陪审员	/juror/
陪同	/accompany/
陪葬	/buried with the dead/
配	/match/fit/mate/mix/join/deserve/make up/
配备	/allocate/provide/outfit with/
配称	/worthy/
配电	/power distribution/
配电盘	/distributor/switchboard/
配对	/pair/conjugate/mat/matches/
配额	/quota/ration/
配方	/fill a prescription/the formula for a chemical compound/complete a square/dispensing/
配合	/coordinate with/act in concert with/
配件	/fitting/
配角	/supporting role/
配料	/ingredient/material/burden/
配偶	/consort/mate/spouse/
配器	/orchestrate/arrange/
配色	/match colors/
配送者	/distributor/
配套	/form a complete set/
配药	/prescribe/dispense/
配音	/dub/dubbing/
配置	/deploy/
配制	/configure/configuration/
配种	/breeding/
配子	/gamete/
佩	/girdle ornaments/wear/respect/
佩带	/wear/
佩恩斯维尔	/Painesville/
佩尔城	/Pell City/
佩服	/admire/
佩剑	/sword worn at waist/wear a sword/
佩科斯	/Pecos/
佩雷拉	/Pereira/
佩里	/Perry/
佩里格	/Perigueux/
佩鲁贾	/Perugia/
佩伦	/Peilun/
佩洛塔斯	/Pelotas/
佩洛西	/Pelosi/
佩皮尼昂	/Perpignan/
佩奇	/Page/
佩斯卡拉	/Pescara/
佩洋	/Peiyang/
沛	/copious/abundant/
沛瑶	/Peiyao/
喷	/puff/spout/spray/spurt/fragrant/sneeze/
喷出	/spout/spray/
喷镀	/metal-spraying/
喷发	/eruption/
喷粉	/dusting/
喷粉器	/duster/
喷管	/nozzle/
喷灌	/spray irrigation/
喷花	/stencil printing/
喷溅	/splash/
喷墨	/ink jet/
喷漆	/painting/
喷气	/blow out air/
喷气发动机	/jet engine/
喷气式	/jet type/
喷气式飞机	/jet plane/
喷枪	/spray gun/
喷泉	/fountain/
喷洒	/spray/
喷射	/jet/spurt/
喷射泵	/spraying pump/
喷水	/spraying of water/
喷丝头	/spinning jet/spinning nozzle/
喷嚏	/sneeze/sternutation/
喷头	/nozzle/
喷雾	/spraying/sparge/sprinkling/
喷雾器	/sprayer/atomizer/nebulizer/
喷香	/fragrant/delicious/
喷油器	/fuel pump/
喷嘴	/spray nozzle/
盆	/basin/
盆地	/basin/
盆儿	/basin/pot/tub/
盆景	/bonsai/potted landscape/
盆栽	/bonsai/
盆子	/basin/tub/pot/
砰	/sound of crashing/thunder/
抨	/attack/impeach/
抨击	/attack/
烹	/cuisine/cooking/
烹调	/cooking/
烹调术	/cookery/
烹饪	/cooking/cuisine/
澎	/sound of waves/
澎湖	/Penghu/
澎湖列岛	/the Penghus/
澎湃	/surge/
彭	/Peng/
彭布罗克	/Pembroke/
彭城	/Peng city/
彭德尔顿	/Pendleton/
彭德怀	/Peng Dehuai/
彭蒂克顿	/Penticton/
彭定康	/Peng decides Kang/
彭萨科拉	/Pensacola/
彭赞斯	/Penzance/
蓬	/disheveled/
蓬勃	/vigorous/
蓬莱	/Penglai/
蓬乱	/disheveled/uncombed/
蓬蓬	/fluffy/
蓬蓬勃勃	/vigorous/
蓬塞	/Ponce/
蓬松	/fluffy/
蓬塔阿雷纳斯	/Punta Arenas/
棚	/shed/
棚车	/boxcar/covered truck/
棚子	/shack/shed/
硼	/boron/
硼酸	/boric acid/
篷	/sail/
篷车	/boxcar/covered vehicle/
膨	/swollen/
膨大	/expand/inflate/
膨胀	/expand/inflate/swell/
膨胀率	/expansion rate/
膨胀系数	/expansivity/
朋	/friend/
朋比为奸	/conspire/gang up/
朋党	/clique/
朋友	/friend/
鹏	/large fabulous bird/
捧	/hold with both hands/offer with both hands/
捧场	/support/
捧捧	/hold/
碰	/touch/meet with/bump/
碰壁	/run into a wall/
碰触	/touch/
碰到	/bump into/
碰见	/run into/meet/
碰巧	/by chance/by coincidence/happen to/
碰上	/bump into/run into/
碰头	/meet/
碰撞	/collide/
坯	/unburnt earthenware/
坯布	/grey cloth/
坯料	/semifinished materials/
砒	/arsenic/
砒霜	/arsenic/
霹	/clap of thunder/
霹雳	/thunderbolt/thunderclap/
批	/criticize/ascertain/act on/pass on/(measure word for batches, lots)/
批驳	/veto a request from a subordinate body/refute/
批斗	/criticize and denounce/
批发	/wholesale/
批发价格	/wholesale price/
批发市场	/wholesale market/
批复	/give a written reply to a subordinate/
批改	/revise/
批号	/batch number/
批量	/batch/lot/
批量生产	/mass produce/
批判	/critique/
批判地	/critically/
批评	/criticize/criticism/
批评和自我批评	/criticism and self-criticism/
批评家	/critic/
批评性	/criticism/
批示	/written comment/
批阅	/review/
批注	/annotate and comment on/annotations and commentaries/marginalia/
批准	/approve/ratify/
披	/scatter/separate/open/unroll/spread out/
披挂	/put on suit of armor/suit of armor/
披红	/drape a red band/
披肩	/cape/shawl/tippet/
披露	/reveal/publish/make public/announce/
披上	/put on/
劈	/hack/chop/split open/split in two/divide/
劈柴	/firewood/
劈开	/cleave/
劈山	/level off hilltops/
琵	/pi/
琵琶	/lute/
毗	/adjoin/border/
毗连	/adjoin/
毗邻	/adjoining/
毗邻国家	/adjoining country/
啤	/beer/
啤酒	/beer/
啤酒杯	/beer mug/
啤酒厂	/brewery/
啤酒花	/hops/
脾	/spleen/
脾气	/temperament/disposition/temper/
脾脏	/spleen/
疲	/weary/
疲惫	/beaten/exhausted/
疲惫不堪	/utterly exhausted/
疲乏	/tired/fatigue/
疲倦	/tire/tired/
疲劳	/fatigue/wearily/weariness/weary/
疲劳极限	/fatigue limit/
疲劳强度	/fatigue strength/
皮	/leather/skin/fur/
皮袄	/fur-lined coat/
皮奥里亚	/Peoria/
皮包	/handbag/
皮鞭	/lash/
皮层	/cerebral cortex/
皮尺	/tape measure/
皮茨菲尔德	/Pittsfield/
皮大衣	/leather coat/
皮带	/strap/leather belt/
皮带传动	/belt transmission/
皮带轮	/belt pulley/
皮蒂亚克	/Pontiac/
皮儿	/wrapper/cover/
皮尔	/Pierre/
皮尔戈斯	/Pyrgos/
皮尔斯堡	/Fort Pierce/
皮肤	/skin/
皮肤病	/skin disease/dermatosis/tetter/
皮革	/leather/
皮辊	/leather roller/
皮划艇	/leather delimits ship/
皮货	/fur product/
皮匠	/cobbler/tanner/
皮开肉绽	/bruised and lacerated/
皮里港	/Port Pirie/
皮毛	/superficial knowledge/
皮棉	/ginned cotton/
皮面	/surface/
皮茄克	/leather jacket/
皮球	/rubber ball/
皮裙	/leather skirt/
皮肉	/flesh/
皮手套	/leather gloves/
皮斯里弗	/Peace River/
皮塔利托	/Pitalito/
皮特克恩岛	/Pitcairn Island/
皮艇	/kayak/
皮下	/subcutaneous/
皮箱	/leather suitcase/leather trunk/
皮鞋	/leather shoes/
皮鞋匠	/shoemaker/
皮炎	/dermatitis/
皮耶什佳尼	/Piestany/
皮影戏	/shadow play/shadowgraph/
皮质	/cortex/cerebral cortex/
皮子	/leather/fur/
匹	/mate/one of a pair/ordinary person/(measure word for horses, mules, a bolt of cloth)/
匹夫	/ordinary man/ignorant person/
匹夫有责	/every man has a share of responsibility/
匹配	/mate/marry/matching/
匹兹堡	/Pittsburg/Pittsburgh/
匹兹堡大学	/University of Pittsburgh/
痞	/swelling of the liver/
僻	/low/rustic/secluded/
僻静	/secluded/
屁	/break wind/fart/
屁股	/buttocks/bottom/arse/end/butt/
屁话	/shit/nonsense/
譬	/give an example/
譬如	/for example/for instance/such as/
譬喻	/metaphor/analogy/simile/
篇	/chapter/article/sheet/piece/(a measure word)/
篇幅	/space/ink/length/time/
篇目	/table of contents/
篇章	/writing/sections and chapters/
偏	/one-sided/lean/slant/prejudiced/inclined to one side/
偏爱	/favor/preference/
偏差	/bias/deviation/
偏废	/emphasize one thing at the expense of another/
偏激	/extreme/holding extreme views/
偏见	/prejudice/
偏角	/angle of deflection/
偏离	/deviate/deviation/
偏流	/leeway/bias current/drift current/
偏僻	/remote/
偏偏	/just/for God's sake/
偏颇	/biased/
偏食	/partial eclipse/partiality for a particular kind of food/
偏瘫	/hemiplegia/hemiparalysis/
